,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1692,4,0,"['FastAPI', 'C++', 'R', 'TensorFlow', 'Reinforcement Learning']",1,0,193,124069,2025-04,2,['PyTorch']
1693,6,4,"['TensorFlow', 'SQL', 'AWS', 'PyTorch', 'LangChain']",1,1,159,77044,2023-10,2,['PyTorch']
1694,4,3,"['LangChain', 'MLflow', 'Azure', 'Pandas']",0,2,167,57934,2025-01,0,['KDB+']
1695,5,1,"['C++', 'R', 'CUDA', 'Pandas', 'Azure']",0,0,78,40829,2024-02,1,"['BigQuery', 'Scikit-learn']"
1696,0,4,"['Keras', 'PyTorch', 'Flask']",0,2,72,104387,2023-10,0,['KDB+']
1697,0,7,"['Keras', 'SQL', 'PyTorch', 'Python', 'Pandas', 'Azure']",1,1,134,129320,2024-01,1,"['MLflow', 'TensorFlow']"
1698,3,5,"['AWS', 'Scikit-learn', 'Azure', 'Python', 'TensorFlow', 'LangChain']",1,2,188,137419,2025-09,0,['PyTorch']
1699,0,2,"['Flask', 'R', 'Excel']",1,3,119,147739,2024-01,2,['LangChain']
1700,5,1,"['TensorFlow', 'NumPy', 'FastAPI']",0,1,126,62811,2025-02,2,"['BigQuery', 'LangChain', 'MLflow']"
1701,5,4,"['Reinforcement Learning', 'GCP', 'TensorFlow']",2,3,71,136329,2024-11,0,"['Scikit-learn', 'MLflow', 'LangChain']"
1702,1,4,"['Azure', 'Excel', 'Power BI', 'SQL']",2,2,184,103453,2024-11,0,['Scikit-learn']
1703,3,0,"['PyTorch', 'TensorFlow', 'SQL', 'LangChain', 'CUDA']",1,1,9,72972,2025-02,0,"['FastAPI', 'Scikit-learn']"
1704,1,6,"['Flask', 'Azure', 'R']",2,3,125,82976,2023-10,0,['PyTorch']
1705,1,3,"['Power BI', 'GCP', 'Hugging Face']",0,1,99,131943,2023-10,2,"['Scikit-learn', 'BigQuery']"
1706,6,0,"['Excel', 'Hugging Face', 'R']",0,0,33,82505,2025-08,1,"['FastAPI', 'Scikit-learn', 'MLflow']"
1707,2,7,"['NumPy', 'Power BI', 'LangChain', 'C++', 'Keras', 'SQL']",1,0,60,68140,2024-03,1,['KDB+']
1708,5,0,"['SQL', 'LangChain', 'AWS', 'NumPy', 'Azure']",2,2,137,96190,2024-08,2,"['Scikit-learn', 'BigQuery', 'MLflow']"
1709,4,2,"['Python', 'C++', 'NumPy', 'Reinforcement Learning', 'GCP']",1,2,109,99962,2023-09,0,"['MLflow', 'TensorFlow']"
1710,6,3,"['Python', 'Reinforcement Learning', 'CUDA']",2,2,4,83481,2023-12,1,"['Scikit-learn', 'TensorFlow']"
1711,1,5,"['TensorFlow', 'Azure', 'LangChain', 'Flask', 'Excel']",1,0,33,64006,2024-01,2,['Scikit-learn']
1712,3,5,"['Azure', 'SQL', 'Reinforcement Learning', 'PyTorch', 'Hugging Face']",1,3,181,139090,2025-01,2,"['LangChain', 'PyTorch']"
1713,2,6,"['Flask', 'CUDA', 'FastAPI', 'Pandas', 'Excel']",1,3,99,128590,2025-04,1,"['TensorFlow', 'BigQuery']"
1714,3,7,"['C++', 'GCP', 'LangChain', 'PyTorch', 'FastAPI']",2,1,173,134084,2024-03,0,"['Scikit-learn', 'TensorFlow', 'KDB+']"
1715,6,1,"['C++', 'PyTorch', 'Power BI']",0,3,124,115909,2025-01,1,['MLflow']
1716,4,1,"['Python', 'Reinforcement Learning', 'CUDA', 'Flask', 'Excel']",2,2,96,149070,2025-07,2,['BigQuery']
1717,6,7,"['R', 'C++', 'Hugging Face', 'Scikit-learn', 'Python', 'LangChain']",2,3,72,97778,2024-09,0,['MLflow']
1718,1,6,"['FastAPI', 'NumPy', 'LangChain', 'Scikit-learn', 'Power BI']",2,2,83,110485,2023-10,1,"['MLflow', 'PyTorch']"
1719,4,3,"['Scikit-learn', 'Hugging Face', 'LangChain']",0,0,182,145486,2024-10,0,"['PyTorch', 'KDB+', 'LangChain']"
1720,0,3,"['AWS', 'PyTorch', 'C++', 'FastAPI']",2,3,132,73608,2024-11,0,"['FastAPI', 'LangChain', 'MLflow']"
1721,3,1,"['Python', 'Scikit-learn', 'Pandas']",1,3,11,126809,2025-02,1,['TensorFlow']
1722,0,2,"['C++', 'Pandas', 'NumPy', 'R']",0,3,169,64760,2024-07,1,"['BigQuery', 'LangChain']"
1723,5,4,"['FastAPI', 'Scikit-learn', 'CUDA']",0,3,16,52280,2025-06,1,"['LangChain', 'KDB+', 'BigQuery']"
1724,4,3,"['Reinforcement Learning', 'C++', 'GCP', 'AWS', 'FastAPI']",2,2,87,68612,2025-06,2,"['Scikit-learn', 'FastAPI']"
1725,5,0,"['R', 'Hugging Face', 'Flask', 'NumPy', 'Keras', 'C++']",0,2,88,138615,2023-10,1,['KDB+']
1726,1,0,"['MLflow', 'TensorFlow', 'Power BI', 'CUDA', 'NumPy', 'PyTorch']",0,2,143,121197,2023-09,2,['BigQuery']
1727,6,0,"['PyTorch', 'Scikit-learn', 'C++']",1,2,153,134410,2023-09,0,['MLflow']
1728,4,7,"['Power BI', 'Hugging Face', 'NumPy', 'R', 'PyTorch', 'Keras']",0,2,32,80993,2023-11,1,['KDB+']
1729,2,6,"['Power BI', 'Hugging Face', 'Keras']",1,2,172,77685,2024-09,0,"['LangChain', 'TensorFlow', 'MLflow']"
1730,5,0,"['Flask', 'GCP', 'MLflow', 'Pandas']",1,3,90,125294,2024-08,2,"['BigQuery', 'PyTorch']"
1731,4,3,"['Pandas', 'Power BI', 'MLflow', 'Python', 'AWS']",2,2,80,127211,2025-03,2,"['MLflow', 'KDB+']"
1732,4,5,"['TensorFlow', 'LangChain', 'AWS']",2,3,139,122827,2024-05,2,"['TensorFlow', 'KDB+', 'FastAPI']"
1733,4,4,"['CUDA', 'Hugging Face', 'Python']",0,1,76,76718,2023-11,1,"['FastAPI', 'PyTorch', 'TensorFlow']"
1734,1,4,"['R', 'Python', 'LangChain', 'FastAPI']",0,3,141,69019,2025-05,0,"['BigQuery', 'FastAPI', 'PyTorch']"
1735,0,0,"['Keras', 'Excel', 'GCP']",0,1,18,118645,2025-03,2,"['KDB+', 'FastAPI', 'MLflow']"
1736,0,7,"['Reinforcement Learning', 'Excel', 'NumPy', 'PyTorch', 'Pandas', 'SQL']",0,2,173,92698,2024-03,0,"['FastAPI', 'LangChain']"
1737,4,3,"['Pandas', 'Power BI', 'SQL']",2,1,137,136382,2025-02,2,"['KDB+', 'LangChain']"
1738,5,2,"['R', 'Hugging Face', 'Flask']",1,3,62,149696,2024-08,0,"['LangChain', 'FastAPI', 'TensorFlow']"
1739,2,5,"['Power BI', 'CUDA', 'AWS']",0,1,37,71669,2023-12,1,"['Scikit-learn', 'BigQuery', 'KDB+']"
1740,4,3,"['Flask', 'TensorFlow', 'C++']",2,2,187,119078,2024-03,0,"['KDB+', 'FastAPI', 'PyTorch']"
1741,4,4,"['Scikit-learn', 'Python', 'Hugging Face', 'Pandas', 'Keras', 'MLflow']",2,3,106,126591,2023-12,1,"['BigQuery', 'MLflow']"
1742,6,7,"['LangChain', 'SQL', 'PyTorch', 'Excel']",1,2,1,121727,2024-09,1,['KDB+']
1743,3,6,"['Python', 'MLflow', 'PyTorch', 'FastAPI']",2,3,58,90376,2025-02,2,"['TensorFlow', 'FastAPI', 'KDB+']"
1744,5,2,"['Scikit-learn', 'Flask', 'PyTorch', 'SQL']",2,1,36,132851,2023-09,0,"['BigQuery', 'TensorFlow']"
1745,6,1,"['Keras', 'Pandas', 'AWS', 'SQL']",1,3,157,134738,2025-07,1,['BigQuery']
1746,4,1,"['NumPy', 'Scikit-learn', 'SQL', 'LangChain', 'C++']",2,2,88,107785,2024-04,2,"['Scikit-learn', 'LangChain']"
1747,6,3,"['MLflow', 'Keras', 'CUDA', 'FastAPI', 'Flask']",1,1,52,125072,2023-12,0,['TensorFlow']
1748,1,3,"['Pandas', 'R', 'AWS', 'TensorFlow', 'NumPy', 'Reinforcement Learning']",1,2,7,117423,2024-09,2,"['FastAPI', 'TensorFlow']"
1749,4,4,"['LangChain', 'Power BI', 'Azure', 'C++', 'Scikit-learn', 'TensorFlow']",0,0,32,82983,2025-02,2,"['Scikit-learn', 'BigQuery']"
1750,2,5,"['Power BI', 'LangChain', 'Python', 'Reinforcement Learning', 'TensorFlow', 'PyTorch']",2,2,0,44946,2024-06,0,"['Scikit-learn', 'MLflow']"
1751,6,3,"['GCP', 'Keras', 'Flask']",2,1,153,138174,2025-03,0,['KDB+']
1752,6,6,"['SQL', 'Flask', 'Azure', 'LangChain']",0,2,146,141056,2024-12,1,['Scikit-learn']
1753,5,6,"['SQL', 'Python', 'C++', 'MLflow', 'CUDA']",1,3,72,56727,2023-12,2,['PyTorch']
1754,1,1,"['TensorFlow', 'PyTorch', 'LangChain']",1,2,128,118148,2025-04,2,['KDB+']
1755,2,1,"['C++', 'TensorFlow', 'AWS']",0,0,41,139066,2024-04,0,"['PyTorch', 'MLflow']"
1756,0,4,"['FastAPI', 'Excel', 'Pandas']",1,3,24,108653,2024-10,0,"['Scikit-learn', 'TensorFlow']"
1757,4,2,"['FastAPI', 'PyTorch', 'Excel', 'SQL']",0,2,57,89361,2024-03,1,['PyTorch']
1758,4,5,"['GCP', 'PyTorch', 'Power BI', 'TensorFlow']",0,0,25,63877,2025-07,0,"['TensorFlow', 'MLflow']"
1759,4,4,"['PyTorch', 'GCP', 'Reinforcement Learning', 'Excel', 'C++']",2,0,183,126539,2024-12,2,"['MLflow', 'TensorFlow', 'BigQuery']"
1760,3,4,"['FastAPI', 'SQL', 'GCP', 'AWS']",2,2,68,148786,2024-12,2,"['BigQuery', 'KDB+', 'PyTorch']"
1761,3,5,"['TensorFlow', 'Scikit-learn', 'Flask', 'NumPy', 'SQL', 'LangChain']",0,1,7,119811,2024-08,0,"['Scikit-learn', 'PyTorch']"
1762,5,7,"['NumPy', 'GCP', 'Flask', 'TensorFlow']",0,0,157,81526,2024-01,0,['LangChain']
1763,4,0,"['TensorFlow', 'PyTorch', 'Pandas', 'Excel', 'Scikit-learn', 'MLflow']",2,0,56,121033,2025-05,2,"['MLflow', 'KDB+']"
1764,2,3,"['Flask', 'Keras', 'GCP', 'Python', 'R', 'C++']",1,2,184,72934,2024-07,2,['PyTorch']
1765,6,7,"['Pandas', 'FastAPI', 'PyTorch', 'CUDA', 'Azure']",1,3,61,44039,2024-02,2,"['FastAPI', 'TensorFlow', 'KDB+']"
1766,4,0,"['Keras', 'Azure', 'Excel', 'MLflow', 'FastAPI', 'Hugging Face']",0,1,180,46970,2025-03,1,"['Scikit-learn', 'BigQuery', 'FastAPI']"
1767,6,2,"['TensorFlow', 'SQL', 'NumPy', 'Flask', 'Scikit-learn', 'Hugging Face']",0,0,97,118416,2024-09,1,"['BigQuery', 'Scikit-learn', 'PyTorch']"
1768,1,0,"['Reinforcement Learning', 'Pandas', 'AWS', 'PyTorch', 'Azure', 'C++']",0,1,193,65640,2024-07,2,"['LangChain', 'BigQuery', 'KDB+']"
1769,2,2,"['Hugging Face', 'FastAPI', 'GCP', 'Pandas', 'SQL']",1,0,150,81177,2024-05,0,"['Scikit-learn', 'LangChain']"
1770,6,2,"['NumPy', 'Python', 'Excel']",1,2,76,103151,2024-12,2,"['BigQuery', 'MLflow', 'LangChain']"
1771,0,2,"['Hugging Face', 'LangChain', 'Azure', 'C++']",0,2,12,117069,2023-12,2,"['TensorFlow', 'FastAPI', 'PyTorch']"
1772,2,3,"['CUDA', 'Hugging Face', 'GCP', 'FastAPI']",0,3,8,113673,2024-05,0,"['BigQuery', 'TensorFlow', 'FastAPI']"
1773,1,6,"['MLflow', 'Python', 'Excel', 'NumPy', 'LangChain', 'Power BI']",2,3,116,138749,2025-01,2,"['MLflow', 'LangChain', 'PyTorch']"
1774,3,7,"['Python', 'GCP', 'Power BI', 'MLflow']",0,1,66,100978,2025-01,0,"['BigQuery', 'TensorFlow', 'PyTorch']"
1775,0,4,"['GCP', 'AWS', 'Keras', 'Azure']",2,3,86,108286,2025-07,1,['KDB+']
1776,3,1,"['GCP', 'Excel', 'PyTorch']",0,2,89,56159,2024-03,2,"['Scikit-learn', 'PyTorch']"
1777,5,4,"['NumPy', 'LangChain', 'FastAPI']",0,0,53,77346,2024-10,2,"['LangChain', 'FastAPI']"
1778,3,2,"['CUDA', 'Azure', 'MLflow', 'NumPy']",1,1,149,50711,2024-02,1,"['FastAPI', 'Scikit-learn']"
1779,1,0,"['PyTorch', 'Reinforcement Learning', 'Excel']",0,1,77,105715,2024-01,0,"['MLflow', 'Scikit-learn']"
1780,5,4,"['GCP', 'Excel', 'Scikit-learn', 'Azure']",1,3,123,65347,2024-05,2,"['Scikit-learn', 'LangChain', 'MLflow']"
1781,2,6,"['GCP', 'PyTorch', 'NumPy', 'FastAPI', 'Excel', 'Pandas']",2,2,166,119430,2025-05,1,"['MLflow', 'TensorFlow']"
1782,4,4,"['Python', 'Reinforcement Learning', 'Hugging Face']",1,1,68,148872,2023-12,1,['PyTorch']
1783,1,7,"['Azure', 'Flask', 'TensorFlow']",1,1,151,59784,2024-10,1,['FastAPI']
1784,4,0,"['LangChain', 'CUDA', 'TensorFlow', 'Reinforcement Learning', 'Excel', 'Scikit-learn']",2,3,68,100903,2024-12,2,['MLflow']
1785,2,2,"['Azure', 'Power BI', 'Flask']",1,3,190,101903,2023-12,0,"['BigQuery', 'MLflow', 'TensorFlow']"
1786,5,5,"['Azure', 'Reinforcement Learning', 'Flask', 'Scikit-learn']",0,0,183,147468,2023-11,1,"['BigQuery', 'MLflow', 'FastAPI']"
1787,3,2,"['Excel', 'Power BI', 'GCP', 'AWS', 'CUDA', 'C++']",2,3,26,127777,2024-04,1,"['Scikit-learn', 'TensorFlow']"
1788,3,1,"['LangChain', 'Power BI', 'Azure']",2,1,97,75757,2024-08,2,"['Scikit-learn', 'LangChain']"
1789,6,1,"['Flask', 'Scikit-learn', 'FastAPI', 'CUDA', 'Azure']",1,2,142,114948,2024-10,0,"['BigQuery', 'LangChain']"
1790,4,3,"['Flask', 'SQL', 'Azure']",0,1,143,77386,2025-03,1,['MLflow']
1791,3,3,"['Reinforcement Learning', 'Excel', 'Azure', 'Pandas', 'GCP', 'MLflow']",2,0,109,69451,2023-11,1,"['LangChain', 'KDB+', 'Scikit-learn']"
1792,5,4,"['R', 'PyTorch', 'FastAPI', 'Pandas', 'Reinforcement Learning', 'Scikit-learn']",2,0,174,104456,2024-02,1,['Scikit-learn']
1793,5,1,"['FastAPI', 'NumPy', 'PyTorch', 'Hugging Face', 'Flask']",2,1,131,148709,2025-08,1,"['LangChain', 'MLflow']"
1794,6,0,"['Hugging Face', 'NumPy', 'Flask']",1,2,0,103079,2025-05,0,"['Scikit-learn', 'FastAPI']"
1795,3,4,"['Flask', 'FastAPI', 'Scikit-learn', 'AWS', 'Reinforcement Learning', 'MLflow']",0,3,85,113860,2024-07,0,"['PyTorch', 'Scikit-learn']"
1796,1,3,"['R', 'Reinforcement Learning', 'MLflow', 'C++', 'Scikit-learn']",2,3,128,74945,2024-12,2,"['PyTorch', 'FastAPI']"
1797,4,5,"['C++', 'Flask', 'NumPy', 'LangChain', 'SQL']",2,3,171,92486,2023-12,0,"['MLflow', 'Scikit-learn', 'KDB+']"
1798,4,4,"['Power BI', 'Python', 'GCP', 'MLflow']",0,1,158,106180,2024-09,0,"['BigQuery', 'KDB+', 'MLflow']"
1799,0,1,"['Flask', 'Power BI', 'AWS', 'NumPy', 'CUDA', 'Azure']",1,1,46,132233,2024-06,1,"['PyTorch', 'Scikit-learn']"
1800,2,5,"['Power BI', 'CUDA', 'PyTorch', 'SQL', 'Excel', 'GCP']",2,2,43,91241,2024-07,2,"['TensorFlow', 'MLflow']"
1801,3,2,"['C++', 'Hugging Face', 'TensorFlow']",2,3,68,110000,2024-04,2,"['PyTorch', 'MLflow']"
1802,2,5,"['Python', 'Excel', 'FastAPI', 'PyTorch', 'LangChain', 'GCP']",1,2,109,52748,2024-10,1,"['BigQuery', 'MLflow', 'Scikit-learn']"
1803,6,5,"['R', 'LangChain', 'Hugging Face']",0,1,69,96779,2024-08,1,['LangChain']
1804,0,0,"['MLflow', 'Excel', 'Scikit-learn', 'Reinforcement Learning', 'Python']",1,1,37,104125,2024-07,2,['PyTorch']
1805,1,4,"['GCP', 'AWS', 'Pandas', 'Flask', 'Python']",2,0,26,69252,2023-11,1,"['FastAPI', 'KDB+', 'MLflow']"
1806,2,7,"['NumPy', 'C++', 'SQL']",0,3,115,111030,2024-05,1,['BigQuery']
1807,2,0,"['NumPy', 'C++', 'MLflow']",2,1,87,41699,2025-01,2,['PyTorch']
1808,1,4,"['Python', 'Excel', 'Hugging Face', 'CUDA', 'Flask']",0,0,2,106640,2024-08,0,['MLflow']
1809,0,2,"['Scikit-learn', 'C++', 'Power BI']",0,0,72,100995,2025-06,0,['MLflow']
1810,5,3,"['Excel', 'Flask', 'C++', 'Scikit-learn']",1,1,81,45889,2024-03,2,['LangChain']
1811,3,3,"['NumPy', 'MLflow', 'PyTorch', 'Power BI', 'Scikit-learn', 'C++']",0,1,47,143526,2024-03,0,"['MLflow', 'LangChain']"
1812,5,6,"['Reinforcement Learning', 'MLflow', 'SQL', 'NumPy']",1,3,28,50742,2025-05,0,['TensorFlow']
1813,2,6,"['CUDA', 'Keras', 'Hugging Face', 'Reinforcement Learning']",2,2,62,92504,2024-04,1,['MLflow']
1814,6,6,"['Power BI', 'LangChain', 'AWS', 'Hugging Face', 'Flask']",2,3,146,140645,2023-12,1,"['KDB+', 'LangChain', 'MLflow']"
1815,6,2,"['CUDA', 'C++', 'Power BI', 'FastAPI']",2,3,72,67314,2023-10,1,"['FastAPI', 'KDB+']"
1816,2,4,"['Power BI', 'Reinforcement Learning', 'R', 'TensorFlow', 'GCP', 'Python']",1,2,184,116027,2025-02,2,"['MLflow', 'KDB+', 'PyTorch']"
1817,2,5,"['TensorFlow', 'Hugging Face', 'LangChain']",1,2,52,55995,2025-03,0,"['PyTorch', 'LangChain', 'TensorFlow']"
1818,3,5,"['Scikit-learn', 'MLflow', 'FastAPI']",0,0,81,79142,2025-09,2,"['FastAPI', 'KDB+', 'Scikit-learn']"
1819,1,3,"['Power BI', 'CUDA', 'Pandas']",0,2,110,49729,2024-01,1,"['LangChain', 'BigQuery', 'TensorFlow']"
1820,2,5,"['Reinforcement Learning', 'PyTorch', 'Scikit-learn']",1,1,37,133127,2024-08,0,"['FastAPI', 'LangChain', 'MLflow']"
1821,4,1,"['AWS', 'Scikit-learn', 'Keras', 'PyTorch', 'LangChain']",0,0,31,64534,2025-04,0,"['KDB+', 'FastAPI']"
1822,4,3,"['Scikit-learn', 'PyTorch', 'CUDA']",1,3,92,100195,2023-12,2,"['KDB+', 'TensorFlow', 'LangChain']"
1823,3,3,"['Flask', 'FastAPI', 'CUDA', 'AWS']",0,3,150,65884,2023-09,2,['LangChain']
1824,2,4,"['R', 'PyTorch', 'SQL', 'NumPy', 'CUDA']",1,0,72,110008,2023-11,0,['KDB+']
1825,5,0,"['Pandas', 'Power BI', 'SQL', 'Reinforcement Learning', 'LangChain']",0,2,181,141080,2024-09,2,"['MLflow', 'LangChain', 'KDB+']"
1826,4,6,"['Azure', 'AWS', 'Keras', 'Flask', 'SQL']",1,3,138,98451,2024-08,1,['MLflow']
1827,1,0,"['R', 'C++', 'Keras', 'Hugging Face']",0,1,108,92936,2024-03,2,"['Scikit-learn', 'FastAPI']"
1828,0,0,"['CUDA', 'Azure', 'Power BI', 'LangChain']",2,2,99,95352,2025-08,1,['PyTorch']
1829,1,7,"['GCP', 'CUDA', 'PyTorch', 'FastAPI', 'TensorFlow', 'Excel']",1,0,16,58077,2025-04,2,['KDB+']
1830,3,3,"['GCP', 'Pandas', 'R']",1,1,97,124312,2024-07,0,['KDB+']
1831,4,6,"['Power BI', 'Pandas', 'Flask']",2,1,87,93786,2024-07,0,"['Scikit-learn', 'KDB+', 'FastAPI']"
1832,6,2,"['TensorFlow', 'Hugging Face', 'Pandas', 'Flask', 'Reinforcement Learning', 'Keras']",1,2,187,110572,2024-01,0,['FastAPI']
1833,3,3,"['Power BI', 'NumPy', 'R', 'FastAPI', 'Keras']",0,3,28,51641,2024-11,0,"['TensorFlow', 'LangChain']"
1834,6,6,"['AWS', 'Excel', 'Keras', 'Hugging Face', 'Azure', 'Reinforcement Learning']",2,3,0,51700,2024-03,0,"['BigQuery', 'PyTorch']"
1835,0,5,"['Python', 'Hugging Face', 'Keras', 'LangChain']",0,2,9,116899,2023-12,2,['KDB+']
1836,0,3,"['Excel', 'Hugging Face', 'GCP']",1,1,36,81196,2025-08,0,"['Scikit-learn', 'BigQuery', 'PyTorch']"
1837,4,7,"['NumPy', 'Reinforcement Learning', 'Python', 'Hugging Face', 'PyTorch', 'GCP']",0,2,60,59030,2024-06,0,['TensorFlow']
1838,2,7,"['NumPy', 'Python', 'MLflow', 'Flask', 'GCP']",0,0,19,64001,2024-07,1,"['FastAPI', 'PyTorch']"
1839,4,7,"['Excel', 'Keras', 'GCP', 'Scikit-learn', 'Hugging Face', 'Pandas']",1,3,21,107796,2024-03,2,"['KDB+', 'LangChain', 'TensorFlow']"
1840,6,4,"['PyTorch', 'Hugging Face', 'Excel']",0,1,19,71884,2024-08,0,['MLflow']
1841,6,4,"['Reinforcement Learning', 'LangChain', 'Pandas', 'TensorFlow', 'MLflow', 'FastAPI']",2,3,94,147074,2025-01,0,"['LangChain', 'Scikit-learn']"
1842,6,0,"['CUDA', 'SQL', 'Azure', 'Excel', 'Pandas']",1,3,178,92572,2025-08,0,"['LangChain', 'FastAPI', 'Scikit-learn']"
1843,2,0,"['R', 'Azure', 'TensorFlow']",1,1,113,102870,2025-03,1,['BigQuery']
1844,6,6,"['AWS', 'R', 'Pandas', 'Power BI', 'SQL', 'Scikit-learn']",1,2,189,120347,2024-04,1,"['KDB+', 'LangChain']"
1845,1,4,"['Hugging Face', 'R', 'TensorFlow', 'MLflow', 'NumPy']",2,2,112,75231,2023-12,2,"['BigQuery', 'TensorFlow', 'LangChain']"
1846,4,4,"['Power BI', 'Scikit-learn', 'Excel']",2,2,173,58470,2025-02,0,"['BigQuery', 'TensorFlow']"
1847,0,6,"['Hugging Face', 'Azure', 'Keras']",0,3,110,106459,2025-08,1,"['MLflow', 'PyTorch']"
1848,6,5,"['LangChain', 'PyTorch', 'Power BI', 'Pandas', 'Scikit-learn', 'R']",1,1,97,122945,2025-05,0,"['LangChain', 'TensorFlow', 'PyTorch']"
1849,2,3,"['Hugging Face', 'Excel', 'Pandas', 'Keras', 'Reinforcement Learning', 'AWS']",1,2,73,124091,2024-03,2,"['KDB+', 'FastAPI']"
1850,0,2,"['PyTorch', 'Excel', 'Pandas', 'MLflow', 'Hugging Face']",2,3,46,137315,2024-03,2,"['LangChain', 'BigQuery', 'MLflow']"
1851,4,1,"['LangChain', 'SQL', 'Pandas', 'R', 'Reinforcement Learning', 'Python']",0,1,138,106512,2025-01,0,"['TensorFlow', 'KDB+']"
1852,5,6,"['Reinforcement Learning', 'TensorFlow', 'NumPy']",1,0,87,98138,2025-06,1,['TensorFlow']
1853,3,2,"['Flask', 'LangChain', 'PyTorch', 'MLflow', 'SQL']",0,2,104,135742,2024-11,0,"['LangChain', 'Scikit-learn', 'BigQuery']"
1854,1,5,"['FastAPI', 'NumPy', 'C++']",2,2,107,83533,2024-07,1,['BigQuery']
1855,4,2,"['Reinforcement Learning', 'LangChain', 'CUDA', 'Hugging Face']",0,1,74,121547,2023-10,1,"['LangChain', 'MLflow']"
1856,5,3,"['TensorFlow', 'Python', 'SQL']",0,0,180,120806,2025-08,0,['KDB+']
1857,6,2,"['AWS', 'Keras', 'GCP', 'SQL']",1,2,83,98170,2024-07,2,['LangChain']
1858,2,3,"['Python', 'SQL', 'PyTorch']",2,2,115,69719,2024-10,2,"['Scikit-learn', 'MLflow']"
1859,2,7,"['Hugging Face', 'Flask', 'Scikit-learn', 'GCP']",1,2,182,149745,2023-09,0,"['MLflow', 'FastAPI']"
1860,4,0,"['FastAPI', 'TensorFlow', 'Python', 'GCP']",0,2,18,121766,2024-06,1,"['FastAPI', 'BigQuery', 'PyTorch']"
1861,0,7,"['Hugging Face', 'C++', 'NumPy', 'R']",2,1,193,134147,2025-09,1,"['PyTorch', 'BigQuery']"
1862,3,1,"['LangChain', 'Python', 'Excel', 'AWS', 'Power BI', 'Hugging Face']",1,1,17,120540,2023-12,1,"['KDB+', 'MLflow']"
1863,3,1,"['Power BI', 'Excel', 'Azure', 'Keras', 'C++']",0,0,181,109782,2023-10,0,"['TensorFlow', 'LangChain']"
1864,3,6,"['Python', 'MLflow', 'PyTorch', 'C++', 'GCP', 'Hugging Face']",2,3,78,122408,2025-08,1,"['MLflow', 'TensorFlow', 'PyTorch']"
1865,4,7,"['Scikit-learn', 'AWS', 'Python', 'CUDA']",1,2,83,58854,2025-07,0,"['KDB+', 'FastAPI']"
1866,0,7,"['Flask', 'LangChain', 'AWS', 'Reinforcement Learning']",0,2,112,88941,2024-11,2,"['Scikit-learn', 'BigQuery', 'PyTorch']"
1867,5,3,"['Azure', 'Pandas', 'Excel', 'Reinforcement Learning', 'LangChain']",0,2,2,72495,2024-11,1,['MLflow']
1868,5,2,"['GCP', 'C++', 'Azure', 'TensorFlow', 'CUDA', 'R']",2,2,149,82814,2025-05,2,"['PyTorch', 'KDB+']"
1869,3,5,"['CUDA', 'Azure', 'FastAPI', 'Flask']",1,2,2,116933,2024-09,1,"['Scikit-learn', 'BigQuery']"
1870,3,0,"['Pandas', 'Python', 'PyTorch', 'R', 'Flask']",2,2,173,98712,2024-07,2,"['TensorFlow', 'PyTorch']"
1871,1,3,"['Python', 'Power BI', 'Hugging Face', 'AWS']",1,2,127,60237,2024-06,1,"['LangChain', 'BigQuery']"
1872,0,4,"['AWS', 'SQL', 'CUDA', 'GCP', 'TensorFlow', 'C++']",1,0,120,107898,2024-04,0,['KDB+']
1873,0,2,"['Reinforcement Learning', 'R', 'Azure', 'CUDA', 'TensorFlow']",0,1,35,139581,2025-09,2,"['Scikit-learn', 'KDB+', 'FastAPI']"
1874,4,0,"['C++', 'Keras', 'Flask', 'Pandas', 'PyTorch', 'Excel']",2,0,21,75241,2025-02,0,['TensorFlow']
1875,2,7,"['Keras', 'Reinforcement Learning', 'Scikit-learn']",1,0,157,137255,2024-09,2,"['MLflow', 'BigQuery']"
1876,3,4,"['Reinforcement Learning', 'Excel', 'C++', 'CUDA', 'Keras']",1,3,143,85959,2025-04,1,"['LangChain', 'MLflow']"
1877,5,7,"['Scikit-learn', 'Azure', 'Hugging Face']",1,1,134,127608,2024-08,0,['Scikit-learn']
1878,2,2,"['TensorFlow', 'NumPy', 'CUDA', 'Power BI']",2,3,182,108442,2023-12,0,"['TensorFlow', 'Scikit-learn', 'MLflow']"
1879,2,4,"['PyTorch', 'Power BI', 'Scikit-learn', 'Flask', 'NumPy', 'Keras']",1,0,128,130051,2024-04,0,"['FastAPI', 'MLflow']"
1880,6,3,"['Azure', 'SQL', 'NumPy']",1,2,39,97481,2025-08,0,"['Scikit-learn', 'BigQuery']"
1881,5,5,"['Python', 'LangChain', 'SQL', 'AWS', 'GCP', 'Power BI']",0,0,178,94087,2023-12,1,['TensorFlow']
1882,6,5,"['SQL', 'MLflow', 'PyTorch', 'Power BI']",0,3,166,70792,2025-01,1,['LangChain']
1883,6,6,"['Reinforcement Learning', 'NumPy', 'Python', 'Pandas']",1,3,111,68291,2023-12,2,"['FastAPI', 'BigQuery', 'PyTorch']"
1884,0,3,"['PyTorch', 'Power BI', 'Keras']",0,2,124,137372,2024-03,0,"['MLflow', 'PyTorch', 'TensorFlow']"
