industry,job_title,skills_required,experience_level,employment_type,posted_date,company_size,tools_preferred,salary_min,country
Automotive,ML Engineer,"['SQL', 'Flask', 'C++']",Mid,Internship,2025-07-29,Mid,"['Scikit-learn', 'TensorFlow', 'PyTorch']",104129,SE
Healthcare,AI Product Manager,"['Reinforcement Learning', 'C++', 'Keras']",Senior,Remote,2025-07-29,Large,"['BigQuery', 'MLflow', 'PyTorch']",50279,MZ
E-commerce,AI Researcher,"['Excel', 'FastAPI', 'Power BI', 'R']",Senior,Contract,2025-07-30,Startup,['LangChain'],52261,QA
Retail,ML Engineer,"['Python', 'MLflow', 'Reinforcement Learning', 'Power BI', 'Flask']",Mid,Internship,2025-07-31,Large,['LangChain'],141317,RO
Healthcare,AI Product Manager,"['Power BI', 'MLflow', 'NumPy', 'Pandas']",Senior,Full-time,2025-08-01,Startup,"['Scikit-learn', 'PyTorch', 'LangChain']",123834,EE
Tech,AI Researcher,"['AWS', 'Python', 'MLflow', 'Scikit-learn', 'Keras', 'Power BI']",Entry,Contract,2025-08-01,Startup,['TensorFlow'],80195,DZ
Tech,AI Researcher,"['TensorFlow', 'Reinforcement Learning', 'C++', 'Power BI', 'LangChain']",Entry,Full-time,2025-08-01,Large,"['TensorFlow', 'LangChain']",132458,AD
Education,AI Researcher,"['Reinforcement Learning', 'Python', 'Pandas', 'TensorFlow']",Mid,Internship,2025-08-03,Large,"['Scikit-learn', 'MLflow', 'PyTorch']",111184,AZ
E-commerce,NLP Engineer,"['Keras', 'CUDA', 'TensorFlow']",Mid,Full-time,2025-08-03,Startup,"['BigQuery', 'TensorFlow']",128381,BE
Finance,Data Scientist,"['Keras', 'MLflow', 'Excel']",Senior,Remote,2025-08-03,Large,"['LangChain', 'KDB+']",91175,CN
Education,ML Engineer,"['Python', 'Excel', 'Azure', 'PyTorch']",Senior,Full-time,2025-08-03,Large,['KDB+'],139025,AG
Education,Data Scientist,"['GCP', 'SQL', 'NumPy', 'Python', 'Azure']",Mid,Remote,2025-08-04,Startup,"['MLflow', 'FastAPI', 'PyTorch']",93505,SY
Healthcare,Data Analyst,"['Power BI', 'R', 'LangChain', 'C++']",Entry,Full-time,2025-08-04,Mid,"['BigQuery', 'KDB+']",78429,SR
Retail,NLP Engineer,"['Python', 'Flask', 'LangChain', 'AWS', 'Keras']",Senior,Contract,2025-08-05,Startup,"['FastAPI', 'Scikit-learn', 'PyTorch']",103756,MA
Retail,AI Researcher,"['Python', 'TensorFlow', 'GCP', 'R']",Senior,Full-time,2025-08-05,Mid,"['Scikit-learn', 'MLflow']",66539,TR
Education,Computer Vision Engineer,"['R', 'SQL', 'C++', 'FastAPI']",Entry,Internship,2025-08-05,Mid,"['LangChain', 'TensorFlow']",83952,VA
Tech,AI Product Manager,"['Excel', 'Hugging Face', 'R']",Entry,Contract,2025-08-05,Mid,"['FastAPI', 'Scikit-learn', 'MLflow']",82505,CI
Retail,Data Analyst,"['TensorFlow', 'Python', 'SQL']",Entry,Contract,2025-08-05,Large,['KDB+'],120806,UA
Finance,NLP Engineer,"['R', 'Keras', 'NumPy', 'FastAPI']",Entry,Remote,2025-08-06,Mid,"['TensorFlow', 'MLflow']",75069,AM
Education,AI Researcher,"['Hugging Face', 'Power BI', 'SQL', 'Pandas', 'Reinforcement Learning']",Senior,Contract,2025-08-06,Large,['Scikit-learn'],52942,BJ
Retail,AI Researcher,"['Keras', 'FastAPI', 'PyTorch', 'LangChain', 'Scikit-learn', 'Hugging Face']",Entry,Internship,2025-08-06,Large,"['PyTorch', 'Scikit-learn']",102565,TV
Healthcare,ML Engineer,"['Pandas', 'C++', 'FastAPI', 'Excel']",Entry,Internship,2025-08-06,Mid,"['FastAPI', 'BigQuery']",117098,HR
E-commerce,AI Product Manager,"['GCP', 'Excel', 'Scikit-learn', 'MLflow']",Senior,Remote,2025-08-07,Large,"['PyTorch', 'TensorFlow', 'FastAPI']",92632,TZ
Automotive,Computer Vision Engineer,"['Excel', 'Reinforcement Learning', 'TensorFlow']",Senior,Full-time,2025-08-07,Large,"['MLflow', 'TensorFlow']",79361,BA
Finance,NLP Engineer,"['C++', 'MLflow', 'Reinforcement Learning', 'TensorFlow', 'GCP', 'Flask']",Senior,Internship,2025-08-08,Startup,"['BigQuery', 'MLflow', 'Scikit-learn']",108227,KP
Retail,Data Analyst,"['Flask', 'R', 'TensorFlow', 'Hugging Face', 'PyTorch']",Entry,Remote,2025-08-08,Large,"['LangChain', 'BigQuery', 'KDB+']",104565,AU
Automotive,NLP Engineer,"['Hugging Face', 'FastAPI', 'TensorFlow', 'GCP']",Mid,Contract,2025-08-08,Large,['TensorFlow'],61087,PG
Automotive,Data Analyst,"['Excel', 'Hugging Face', 'GCP']",Mid,Remote,2025-08-08,Large,"['Scikit-learn', 'BigQuery', 'PyTorch']",81196,CN
E-commerce,Data Scientist,"['Azure', 'SQL', 'Keras', 'C++', 'LangChain', 'TensorFlow']",Entry,Remote,2025-08-08,Large,['TensorFlow'],89874,AO
Healthcare,Computer Vision Engineer,"['PyTorch', 'MLflow', 'Scikit-learn', 'Excel', 'Pandas']",Senior,Full-time,2025-08-09,Startup,['LangChain'],107083,PL
Retail,Data Scientist,"['Hugging Face', 'LangChain', 'Azure', 'Scikit-learn', 'Flask']",Senior,Internship,2025-08-09,Large,"['KDB+', 'BigQuery', 'MLflow']",76985,DO
Tech,Data Analyst,"['Excel', 'Scikit-learn', 'Flask', 'Power BI']",Senior,Contract,2025-08-09,Startup,"['KDB+', 'FastAPI']",89200,TW
Tech,AI Product Manager,"['SQL', 'AWS', 'Python']",Mid,Contract,2025-08-09,Startup,"['Scikit-learn', 'BigQuery']",143118,NG
E-commerce,Data Scientist,"['Flask', 'NumPy', 'C++']",Senior,Remote,2025-08-09,Large,"['FastAPI', 'TensorFlow']",46907,PK
Retail,NLP Engineer,"['PyTorch', 'GCP', 'NumPy', 'Python', 'Pandas', 'Keras']",Entry,Contract,2025-08-10,Mid,"['TensorFlow', 'KDB+', 'BigQuery']",59290,PW
Education,Data Scientist,"['AWS', 'CUDA', 'MLflow', 'Python']",Senior,Internship,2025-08-10,Mid,"['KDB+', 'PyTorch', 'FastAPI']",41323,IQ
Tech,Data Scientist,"['Azure', 'Flask', 'Scikit-learn', 'Keras', 'NumPy', 'FastAPI']",Entry,Contract,2025-08-10,Mid,"['MLflow', 'Scikit-learn']",128320,SK
Retail,Data Analyst,"['TensorFlow', 'AWS', 'Flask']",Mid,Full-time,2025-08-10,Mid,['KDB+'],51956,SY
Tech,Data Analyst,"['Azure', 'SQL', 'NumPy']",Mid,Internship,2025-08-10,Large,"['Scikit-learn', 'BigQuery']",97481,CU
Healthcare,AI Product Manager,"['Hugging Face', 'PyTorch', 'Reinforcement Learning', 'MLflow', 'Scikit-learn']",Mid,Internship,2025-08-11,Large,"['MLflow', 'Scikit-learn']",44125,MW
Retail,NLP Engineer,"['R', 'Azure', 'Power BI', 'NumPy', 'Reinforcement Learning']",Senior,Internship,2025-08-11,Startup,"['KDB+', 'LangChain']",147851,GQ
Retail,AI Product Manager,"['Azure', 'SQL', 'Hugging Face', 'R', 'LangChain']",Mid,Remote,2025-08-12,Large,"['PyTorch', 'TensorFlow']",72195,WS
Retail,Computer Vision Engineer,"['SQL', 'Flask', 'FastAPI', 'Pandas', 'Power BI']",Senior,Contract,2025-08-12,Mid,"['FastAPI', 'PyTorch', 'MLflow']",94926,BR
Finance,NLP Engineer,"['Pandas', 'CUDA', 'AWS', 'TensorFlow', 'Python']",Entry,Full-time,2025-08-13,Mid,"['MLflow', 'FastAPI', 'BigQuery']",108994,JM
Retail,Data Analyst,"['GCP', 'Scikit-learn', 'Flask', 'AWS', 'Excel', 'Power BI']",Entry,Remote,2025-08-13,Startup,['PyTorch'],116148,BR
Healthcare,AI Product Manager,"['Flask', 'CUDA', 'Hugging Face', 'MLflow', 'FastAPI']",Mid,Internship,2025-08-13,Mid,['LangChain'],52829,CN
Retail,Computer Vision Engineer,"['Flask', 'Pandas', 'SQL', 'PyTorch']",Mid,Remote,2025-08-13,Large,"['FastAPI', 'PyTorch']",71640,VC
Retail,NLP Engineer,"['GCP', 'Flask', 'TensorFlow', 'MLflow']",Entry,Full-time,2025-08-13,Large,"['BigQuery', 'PyTorch']",88502,CA
Tech,AI Product Manager,"['CUDA', 'SQL', 'Azure', 'Excel', 'Pandas']",Mid,Full-time,2025-08-13,Large,"['LangChain', 'FastAPI', 'Scikit-learn']",92572,TW
E-commerce,NLP Engineer,"['AWS', 'Power BI', 'GCP', 'NumPy', 'Flask']",Senior,Remote,2025-08-14,Mid,"['LangChain', 'FastAPI']",60661,SG
Finance,Quant Researcher,"['LangChain', 'Reinforcement Learning', 'SQL', 'Flask']",Entry,Remote,2025-08-14,Startup,"['FastAPI', 'Scikit-learn']",119581,MX
Finance,Computer Vision Engineer,"['Flask', 'Pandas', 'LangChain']",Mid,Internship,2025-08-14,Mid,['LangChain'],47247,VC
E-commerce,AI Researcher,"['FastAPI', 'Python', 'Pandas', 'Azure']",Entry,Internship,2025-08-17,Mid,['BigQuery'],94239,KN
Automotive,Computer Vision Engineer,"['Keras', 'SQL', 'FastAPI', 'GCP', 'Flask']",Mid,Full-time,2025-08-17,Mid,"['LangChain', 'BigQuery']",45264,PA
Education,Quant Researcher,"['Azure', 'Python', 'Flask', 'Power BI', 'NumPy', 'Excel']",Senior,Remote,2025-08-17,Startup,['LangChain'],93116,VC
Automotive,Data Analyst,"['CUDA', 'Hugging Face', 'SQL', 'GCP', 'C++', 'Python']",Mid,Internship,2025-08-17,Mid,"['PyTorch', 'BigQuery']",82338,BF
Education,AI Product Manager,"['Excel', 'MLflow', 'NumPy']",Senior,Remote,2025-08-17,Large,['LangChain'],54113,GH
Healthcare,NLP Engineer,"['MLflow', 'Reinforcement Learning', 'Python']",Mid,Internship,2025-08-18,Mid,"['PyTorch', 'TensorFlow']",71107,CZ
Tech,Data Analyst,"['C++', 'CUDA', 'Scikit-learn', 'Keras']",Entry,Internship,2025-08-18,Mid,"['KDB+', 'BigQuery']",120811,HT
Finance,Data Analyst,"['Power BI', 'Azure', 'SQL', 'Flask', 'NumPy', 'CUDA']",Entry,Remote,2025-08-19,Large,"['BigQuery', 'Scikit-learn']",136304,US
Healthcare,AI Researcher,"['MLflow', 'Scikit-learn', 'R']",Entry,Contract,2025-08-19,Startup,['PyTorch'],123795,LB
Finance,AI Product Manager,"['SQL', 'Flask', 'Reinforcement Learning', 'C++']",Entry,Remote,2025-08-19,Startup,"['LangChain', 'BigQuery']",92753,MT
Healthcare,AI Researcher,"['CUDA', 'SQL', 'AWS', 'Azure', 'Python']",Senior,Contract,2025-08-19,Startup,"['LangChain', 'Scikit-learn']",134954,RO
Automotive,Data Analyst,"['Python', 'TensorFlow', 'Power BI']",Entry,Remote,2025-08-19,Mid,"['FastAPI', 'KDB+', 'TensorFlow']",130193,SA
Automotive,AI Product Manager,"['CUDA', 'Azure', 'Power BI', 'LangChain']",Senior,Internship,2025-08-19,Mid,['PyTorch'],95352,LI
Healthcare,Data Analyst,"['NumPy', 'Reinforcement Learning', 'PyTorch', 'Scikit-learn', 'GCP', 'FastAPI']",Mid,Full-time,2025-08-20,Large,"['KDB+', 'LangChain']",92860,AR
Retail,AI Product Manager,"['Reinforcement Learning', 'Python', 'MLflow', 'Flask']",Mid,Remote,2025-08-20,Startup,['LangChain'],107701,BB
Retail,Data Scientist,"['MLflow', 'NumPy', 'Reinforcement Learning', 'FastAPI', 'Pandas']",Senior,Full-time,2025-08-20,Mid,"['KDB+', 'Scikit-learn', 'LangChain']",83889,CR
Automotive,AI Researcher,"['LangChain', 'SQL', 'Hugging Face']",Mid,Remote,2025-08-20,Mid,['MLflow'],94437,KW
Automotive,NLP Engineer,"['Power BI', 'Keras', 'TensorFlow', 'FastAPI']",Entry,Remote,2025-08-21,Large,"['MLflow', 'TensorFlow', 'FastAPI']",120316,NZ
Automotive,Quant Researcher,"['Excel', 'Power BI', 'GCP', 'CUDA', 'PyTorch', 'Keras']",Mid,Contract,2025-08-21,Mid,['Scikit-learn'],72261,MA
Education,Quant Researcher,"['PyTorch', 'Power BI', 'Pandas', 'Hugging Face']",Mid,Internship,2025-08-21,Startup,['BigQuery'],108252,MA
Finance,ML Engineer,"['MLflow', 'Pandas', 'PyTorch', 'C++', 'LangChain']",Senior,Remote,2025-08-22,Mid,"['LangChain', 'PyTorch']",47058,RW
E-commerce,AI Product Manager,"['Pandas', 'Reinforcement Learning', 'TensorFlow']",Entry,Internship,2025-08-22,Mid,['Scikit-learn'],42270,RO
E-commerce,Computer Vision Engineer,"['Keras', 'GCP', 'CUDA', 'AWS', 'PyTorch']",Mid,Full-time,2025-08-22,Large,['BigQuery'],108715,CV
Retail,Data Scientist,"['Keras', 'CUDA', 'C++', 'Python', 'SQL', 'Scikit-learn']",Entry,Contract,2025-08-22,Large,"['KDB+', 'Scikit-learn', 'FastAPI']",50988,TO
Education,Quant Researcher,"['LangChain', 'Keras', 'Python', 'FastAPI', 'R', 'C++']",Senior,Full-time,2025-08-23,Startup,"['TensorFlow', 'KDB+', 'PyTorch']",45887,HT
Retail,Computer Vision Engineer,"['C++', 'SQL', 'Flask', 'PyTorch', 'MLflow', 'FastAPI']",Entry,Contract,2025-08-25,Mid,"['KDB+', 'TensorFlow']",137862,NI
Tech,Computer Vision Engineer,"['Keras', 'Pandas', 'CUDA']",Entry,Full-time,2025-08-25,Mid,"['LangChain', 'PyTorch', 'KDB+']",142140,ZA
Finance,NLP Engineer,"['Excel', 'TensorFlow', 'Pandas', 'CUDA']",Entry,Remote,2025-08-26,Startup,"['MLflow', 'FastAPI', 'TensorFlow']",143177,MG
Retail,Data Analyst,"['SQL', 'AWS', 'Pandas', 'PyTorch', 'LangChain', 'C++']",Senior,Contract,2025-08-26,Startup,['BigQuery'],145387,BG
Finance,NLP Engineer,"['Python', 'MLflow', 'PyTorch', 'C++', 'GCP', 'Hugging Face']",Senior,Full-time,2025-08-26,Mid,"['MLflow', 'TensorFlow', 'PyTorch']",122408,IN
Education,ML Engineer,"['Hugging Face', 'MLflow', 'PyTorch']",Entry,Internship,2025-08-28,Large,['PyTorch'],70478,IT
Healthcare,Data Scientist,"['CUDA', 'Pandas', 'R', 'Reinforcement Learning', 'TensorFlow', 'Azure']",Mid,Internship,2025-08-28,Large,['TensorFlow'],132907,LV
Finance,Computer Vision Engineer,"['Azure', 'Hugging Face', 'TensorFlow', 'NumPy', 'PyTorch']",Senior,Internship,2025-08-28,Large,"['Scikit-learn', 'BigQuery', 'KDB+']",55539,PK
Automotive,NLP Engineer,"['Hugging Face', 'Azure', 'Keras']",Entry,Full-time,2025-08-28,Mid,"['MLflow', 'PyTorch']",106459,ME
Retail,ML Engineer,"['AWS', 'FastAPI', 'Keras']",Mid,Contract,2025-08-29,Mid,"['TensorFlow', 'MLflow']",42104,FM
Automotive,ML Engineer,"['GCP', 'Hugging Face', 'Keras']",Entry,Internship,2025-08-29,Startup,"['BigQuery', 'LangChain', 'Scikit-learn']",149066,LI
Finance,ML Engineer,"['Power BI', 'Azure', 'Hugging Face', 'Python', 'C++', 'R']",Entry,Contract,2025-08-30,Large,"['LangChain', 'TensorFlow', 'MLflow']",44138,US
Retail,AI Researcher,"['FastAPI', 'NumPy', 'PyTorch', 'Hugging Face', 'Flask']",Senior,Remote,2025-08-30,Mid,"['LangChain', 'MLflow']",148709,NP
Education,Quant Researcher,"['Scikit-learn', 'SQL', 'Python', 'Hugging Face']",Entry,Internship,2025-08-30,Mid,"['Scikit-learn', 'BigQuery']",129069,NG
Tech,NLP Engineer,"['NumPy', 'Hugging Face', 'R', 'CUDA', 'Pandas', 'Reinforcement Learning']",Entry,Remote,2025-08-30,Large,"['FastAPI', 'Scikit-learn', 'TensorFlow']",83982,MY
Tech,AI Product Manager,"['SQL', 'Python', 'Excel', 'Flask']",Entry,Contract,2025-08-31,Mid,"['TensorFlow', 'KDB+', 'BigQuery']",60309,GT
E-commerce,Quant Researcher,"['Power BI', 'Hugging Face', 'Flask', 'Keras', 'Reinforcement Learning', 'SQL']",Entry,Internship,2025-08-31,Mid,['BigQuery'],93495,MX
Retail,Computer Vision Engineer,"['Scikit-learn', 'TensorFlow', 'Azure', 'C++', 'Flask']",Senior,Contract,2025-08-31,Mid,['FastAPI'],68117,BT
Finance,ML Engineer,"['Scikit-learn', 'Pandas', 'Keras', 'Power BI', 'TensorFlow', 'LangChain']",Mid,Full-time,2025-08-31,Startup,"['LangChain', 'PyTorch', 'KDB+']",141028,GN
Tech,Quant Researcher,"['CUDA', 'Hugging Face', 'GCP', 'Python', 'AWS']",Entry,Remote,2025-08-31,Startup,"['FastAPI', 'LangChain']",109031,DJ
Automotive,AI Researcher,"['CUDA', 'Reinforcement Learning', 'TensorFlow', 'Power BI', 'FastAPI', 'LangChain']",Senior,Internship,2025-09-01,Mid,['TensorFlow'],67967,MV
Education,Quant Researcher,"['SQL', 'Hugging Face', 'Azure', 'C++', 'Keras', 'Flask']",Senior,Contract,2025-09-01,Mid,['KDB+'],127247,PY
Finance,AI Researcher,"['C++', 'FastAPI', 'Power BI', 'SQL', 'AWS', 'Reinforcement Learning']",Senior,Full-time,2025-09-01,Mid,['FastAPI'],128700,DZ
Education,AI Product Manager,"['AWS', 'Excel', 'Keras', 'Scikit-learn']",Senior,Contract,2025-09-01,Mid,['TensorFlow'],49743,SC
Retail,NLP Engineer,"['Python', 'AWS', 'MLflow', 'C++', 'R']",Mid,Remote,2025-09-01,Mid,['FastAPI'],107564,TJ
E-commerce,Quant Researcher,"['Python', 'Excel', 'FastAPI', 'GCP', 'C++', 'PyTorch']",Senior,Remote,2025-09-01,Mid,"['MLflow', 'LangChain', 'BigQuery']",124909,VN
Finance,ML Engineer,"['Scikit-learn', 'MLflow', 'FastAPI']",Entry,Contract,2025-09-01,Startup,"['FastAPI', 'KDB+', 'Scikit-learn']",79142,IS
Healthcare,AI Researcher,"['Python', 'Pandas', 'R', 'Scikit-learn']",Entry,Internship,2025-09-02,Large,"['LangChain', 'TensorFlow', 'BigQuery']",78028,TV
E-commerce,Data Scientist,"['C++', 'Scikit-learn', 'FastAPI', 'GCP']",Entry,Contract,2025-09-02,Startup,"['BigQuery', 'FastAPI']",143363,MC
Healthcare,ML Engineer,"['Power BI', 'AWS', 'Python', 'MLflow', 'Excel', 'Reinforcement Learning']",Entry,Full-time,2025-09-02,Mid,"['BigQuery', 'KDB+']",68093,MT
Retail,Computer Vision Engineer,"['Keras', 'Power BI', 'MLflow', 'AWS']",Mid,Contract,2025-09-03,Mid,['TensorFlow'],126422,DO
Finance,AI Product Manager,"['GCP', 'Hugging Face', 'NumPy', 'Power BI', 'Excel', 'Keras']",Mid,Contract,2025-09-03,Large,"['PyTorch', 'Scikit-learn']",65633,BS
Automotive,Computer Vision Engineer,"['Reinforcement Learning', 'R', 'Azure', 'CUDA', 'TensorFlow']",Entry,Remote,2025-09-03,Startup,"['Scikit-learn', 'KDB+', 'FastAPI']",139581,CM
E-commerce,ML Engineer,"['Keras', 'MLflow', 'AWS', 'SQL', 'Excel']",Senior,Contract,2025-09-04,Startup,['FastAPI'],52210,KE
Finance,Data Scientist,"['Flask', 'Pandas', 'PyTorch', 'Excel']",Entry,Contract,2025-09-05,Mid,"['FastAPI', 'TensorFlow']",117277,KI
Education,Data Analyst,"['SQL', 'MLflow', 'Keras', 'TensorFlow', 'NumPy', 'Reinforcement Learning']",Entry,Contract,2025-09-05,Startup,"['KDB+', 'MLflow']",85034,CU
Finance,Data Scientist,"['MLflow', 'Python', 'AWS', 'NumPy', 'Flask', 'C++']",Entry,Full-time,2025-09-05,Large,"['FastAPI', 'PyTorch']",117133,ET
Education,Quant Researcher,"['Azure', 'FastAPI', 'Excel', 'Keras', 'C++']",Mid,Remote,2025-09-05,Large,"['TensorFlow', 'FastAPI', 'BigQuery']",130480,UG
Healthcare,ML Engineer,"['CUDA', 'Excel', 'C++']",Senior,Internship,2025-09-06,Startup,"['KDB+', 'FastAPI']",65715,MW
Healthcare,ML Engineer,"['NumPy', 'Excel', 'Scikit-learn', 'CUDA', 'R', 'TensorFlow']",Entry,Full-time,2025-09-06,Mid,"['BigQuery', 'LangChain']",106509,HR
Education,Data Scientist,"['Reinforcement Learning', 'LangChain', 'C++']",Entry,Internship,2025-09-07,Startup,"['LangChain', 'FastAPI']",139140,MM
Healthcare,NLP Engineer,"['NumPy', 'C++', 'Python']",Entry,Contract,2025-09-07,Startup,"['BigQuery', 'KDB+']",44626,GM
Automotive,ML Engineer,"['MLflow', 'NumPy', 'R', 'C++', 'PyTorch']",Senior,Remote,2025-09-09,Startup,['KDB+'],132555,LR
Retail,Data Scientist,"['FastAPI', 'Scikit-learn', 'SQL']",Mid,Internship,2025-09-10,Large,"['TensorFlow', 'Scikit-learn', 'LangChain']",49582,RU
Education,Data Analyst,"['MLflow', 'SQL', 'Pandas']",Entry,Internship,2025-09-10,Large,"['BigQuery', 'KDB+']",59736,NO
Healthcare,NLP Engineer,"['TensorFlow', 'MLflow', 'CUDA']",Entry,Remote,2025-09-10,Large,"['MLflow', 'TensorFlow', 'FastAPI']",140185,FM
Healthcare,AI Product Manager,"['R', 'GCP', 'Power BI', 'Python', 'Pandas']",Mid,Internship,2025-09-10,Startup,"['LangChain', 'MLflow', 'TensorFlow']",43865,SI
Automotive,NLP Engineer,"['Pandas', 'Azure', 'Power BI']",Mid,Remote,2025-09-11,Mid,"['PyTorch', 'Scikit-learn', 'MLflow']",58935,BS
Retail,AI Product Manager,"['Python', 'C++', 'CUDA', 'Excel', 'SQL', 'TensorFlow']",Entry,Internship,2025-09-11,Large,"['LangChain', 'KDB+', 'BigQuery']",78422,FI
E-commerce,Data Analyst,"['Power BI', 'Pandas', 'GCP', 'Hugging Face', 'R']",Entry,Contract,2025-09-11,Mid,"['TensorFlow', 'PyTorch']",60699,IQ
Finance,ML Engineer,"['AWS', 'Scikit-learn', 'Azure', 'Python', 'TensorFlow', 'LangChain']",Mid,Internship,2025-09-11,Large,['PyTorch'],137419,VN
E-commerce,AI Product Manager,"['R', 'SQL', 'Pandas', 'Python']",Entry,Contract,2025-09-11,Startup,"['Scikit-learn', 'FastAPI', 'LangChain']",62419,ZA
Education,Quant Researcher,"['Excel', 'Power BI', 'Reinforcement Learning', 'SQL', 'NumPy']",Senior,Internship,2025-09-12,Large,"['PyTorch', 'TensorFlow', 'MLflow']",149192,ST
Finance,ML Engineer,"['C++', 'PyTorch', 'MLflow', 'Scikit-learn', 'TensorFlow']",Mid,Contract,2025-09-12,Startup,['FastAPI'],97924,GA
Retail,NLP Engineer,"['PyTorch', 'MLflow', 'LangChain']",Entry,Internship,2025-09-13,Mid,['KDB+'],74468,CI
Finance,Data Analyst,"['SQL', 'GCP', 'PyTorch']",Entry,Remote,2025-09-13,Startup,"['KDB+', 'TensorFlow', 'PyTorch']",43013,PG
Finance,NLP Engineer,"['Hugging Face', 'Azure', 'PyTorch', 'GCP']",Senior,Contract,2025-09-13,Large,['FastAPI'],107190,SC
Healthcare,Quant Researcher,"['FastAPI', 'GCP', 'Keras', 'Pandas']",Senior,Remote,2025-09-13,Startup,"['LangChain', 'KDB+', 'BigQuery']",44707,NL
Retail,ML Engineer,"['Keras', 'R', 'Reinforcement Learning', 'PyTorch']",Entry,Internship,2025-09-13,Large,"['BigQuery', 'Scikit-learn']",65370,PH
Finance,Quant Researcher,"['R', 'NumPy', 'Keras', 'TensorFlow', 'Python', 'GCP']",Mid,Contract,2025-09-14,Large,"['Scikit-learn', 'KDB+', 'BigQuery']",63560,BG
E-commerce,Data Analyst,"['TensorFlow', 'PyTorch', 'C++']",Entry,Contract,2025-09-14,Mid,"['LangChain', 'FastAPI']",149578,SN
Healthcare,ML Engineer,"['Pandas', 'LangChain', 'GCP', 'Azure']",Entry,Internship,2025-09-15,Large,"['Scikit-learn', 'LangChain', 'BigQuery']",134239,GB
Education,AI Researcher,"['R', 'Scikit-learn', 'Excel', 'Hugging Face']",Mid,Remote,2025-09-15,Mid,"['LangChain', 'TensorFlow']",96745,TL
Healthcare,Computer Vision Engineer,"['Hugging Face', 'Reinforcement Learning', 'LangChain']",Senior,Internship,2025-09-16,Large,"['BigQuery', 'MLflow', 'FastAPI']",127733,RO
Retail,NLP Engineer,"['Reinforcement Learning', 'LangChain', 'Excel', 'Pandas', 'Python', 'Flask']",Mid,Internship,2025-09-16,Mid,"['TensorFlow', 'PyTorch']",53255,GW
E-commerce,Quant Researcher,"['R', 'Power BI', 'Python', 'Azure', 'TensorFlow', 'Reinforcement Learning']",Entry,Internship,2025-09-16,Mid,['TensorFlow'],137029,NI
Finance,AI Product Manager,"['Flask', 'Azure', 'C++', 'Excel']",Entry,Internship,2025-09-17,Mid,['MLflow'],86740,MK
E-commerce,Data Analyst,"['PyTorch', 'AWS', 'SQL']",Senior,Remote,2025-09-17,Startup,"['PyTorch', 'Scikit-learn']",133389,NL
Finance,AI Researcher,"['Python', 'LangChain', 'CUDA', 'C++']",Mid,Full-time,2025-09-17,Mid,['LangChain'],54082,HR
Automotive,Quant Researcher,"['Hugging Face', 'C++', 'NumPy', 'R']",Senior,Remote,2025-09-17,Mid,"['PyTorch', 'BigQuery']",134147,ZM
Tech,Quant Researcher,"['MLflow', 'FastAPI', 'Azure', 'PyTorch', 'SQL', 'GCP']",Entry,Full-time,2025-09-18,Large,"['BigQuery', 'PyTorch', 'Scikit-learn']",124496,CM
Finance,NLP Engineer,"['FastAPI', 'LangChain', 'Python', 'AWS', 'R', 'TensorFlow']",Senior,Full-time,2025-09-18,Startup,['MLflow'],118381,PG
Tech,NLP Engineer,"['AWS', 'SQL', 'Excel']",Entry,Contract,2025-09-19,Startup,"['MLflow', 'LangChain', 'FastAPI']",103271,SZ
Healthcare,AI Product Manager,"['Flask', 'Keras', 'Pandas', 'CUDA', 'PyTorch', 'Reinforcement Learning']",Mid,Remote,2025-09-19,Mid,['FastAPI'],67828,ET
Retail,Computer Vision Engineer,"['PyTorch', 'Python', 'FastAPI', 'Azure', 'LangChain']",Senior,Full-time,2025-09-19,Mid,"['FastAPI', 'KDB+', 'TensorFlow']",135458,VC
Retail,Data Scientist,"['Scikit-learn', 'Reinforcement Learning', 'TensorFlow']",Entry,Internship,2025-09-19,Mid,"['KDB+', 'LangChain']",100828,DJ
E-commerce,Data Scientist,"['Keras', 'LangChain', 'FastAPI']",Senior,Contract,2025-09-19,Startup,"['FastAPI', 'BigQuery', 'TensorFlow']",106470,SC
